DD,PC,167,İstanbul / S. Gökçen,,1020,1020,04,Kalktı - Departed,04.08.2015
DD,TK,2027,İstanbul / Atatürk,,1155,1155,,Kalktı - Departed,04.08.2015
DD,PC,4463,İstanbul / S. Gökçen,,1330,1400,04,Kalktı - Departed,04.08.2015
DD,TK,2013,İstanbul / Atatürk,,1430,1430,04,Kalktı - Departed,04.08.2015
DD,THY,7295,İstanbul / S. Gökçen,,1705,1740,02,Kalktı - Departed,04.08.2015
DD,TK,2015,İstanbul / Atatürk,,1810,1810,,İptal - Cancelled,04.08.2015
DD,TK,2021,İstanbul / Atatürk,,1920,1920,04,Kalktı - Departed,04.08.2015
DD,PC,4163,İstanbul / S. Gökçen,,2035,2035,04,Kalktı - Departed,04.08.2015
DD,THY,7297,İstanbul / S. Gökçen,,2050,2200,02,Uçağa gidiniz - Boarding,04.08.2015
DD,SXS,7033,Antalya,,2150,2150,04,Uçağa gidiniz - Boarding,04.08.2015
DD,PC,165,İstanbul / S. Gökçen,,2245,2245,,,04.08.2015
DD,TK,2019,İstanbul / Atatürk,,2300,2300,,,04.08.2015
DD,PC,155,Antalya,,0100,0100,,,05.08.2015
DD,TK,2023,İstanbul / Atatürk,,0600,0600,,,05.08.2015
DD,PC,4465,İstanbul / S. Gökçen,,0600,0600,,,05.08.2015
DD,THY,7299,İstanbul / S. Gökçen,,0635,0635,,,05.08.2015
DD,OHY,021,İstanbul / Atatürk,,0730,0730,,,05.08.2015
DD,THY,7293,İstanbul / S. Gökçen,,0840,0840,,,05.08.2015
DD,TK,2011,İstanbul / Atatürk,,0900,0900,,,05.08.2015
DD,PC,167,İstanbul / S. Gökçen,,1020,1020,,,05.08.2015
