DD,TK,2039,Ist-Ataturk,,2330,2330,     ,,04.08.2015
DD,TK,2043,Ist-Ataturk,,0540,0540,,,05.08.2015
DD,PC,189,Ist-S.Gokcen,,0600,0600,,,05.08.2015
DD,THY,7285,Ist-S.Gokcen,,0740,0740,,,05.08.2015
DD,TK,2033,Ist-Ataturk,,0810,0810,,,05.08.2015
DD,PC,4185,Ist-S.Gokcen,,0925,0925,,,05.08.2015
DD,TK,2037,Ist-Ataturk,,1300,1300,,,05.08.2015
DD,PC,4189,Ist-S.Gokcen,,2010,2010,,,05.08.2015
DD,THY,7287,Ist-S.Gokcen,,2045,2045,,,05.08.2015
DD,PC,183,Ist-S.Gokcen,,2155,2155,,,05.08.2015
