DD,TK,7033,ANKARA,,2135,2200,07,KALKTI,3,04.08.2015
DD,PC,147,SABİHA GOKCEN,,2140,2220,05,KALKTI,3,04.08.2015
DD,TK,2439,ISTANBUL ATATÜRK,,2145,,210,KALKTI,3,04.08.2015
DD,TK,2937,SABİHA GOKCEN,,2235,2310,07,,3,04.08.2015
DD,8Q,229,ISTANBUL ATATÜRK,,2310,,06,,3,04.08.2015
DD,PC,154,KAYSERİ,,2325,,05,,3,04.08.2015
DD,TK,2425,ISTANBUL ATATÜRK,,2355,,04,,3,04.08.2015
