DD,TK,2637,IST-ATATURK,,2240,2325,,45 Dakika GECIKME
DD,THY,7059,ESENBOGA,,0640,0640,,
DD,TK,2631,IST-ATATURK,,0845,0845,,
DD,THY,7319,IST-S.GOKCEN,,1400,1400,,
DD,OHY,063,IST-ATATURK,,1845,1845,,
DD,PC,4169,IST-S.GOKCEN,,2050,2050,,
