DD,THY, 7087,ANKARA       ,             ,2000,2000,1  ,DEPART,04.08.2015
DD,PC , 4491,SABIHA GOKCEN,             ,2010,2010,1  ,DEPART,04.08.2015
DD,TK , 2751,ISTANBUL     ,             ,2200,2300,1  ,DELAY,04.08.2015
DD,PC ,  191,SABIHA GOKCEN,             ,0850,0850,1  , ,05.08.2015
DD,TK , 2747,ISTANBUL     ,             ,0930,0930,1  , ,05.08.2015
DD,THY, 7083,ANKARA       ,             ,1050,1050,1  , ,05.08.2015
DD,THY, 7203,SABIHA GOKCEN,             ,1115,1115,1  , ,05.08.2015
DD,PC , 2430,ADANA SAKIRPA,             ,1130,1130,1  , ,05.08.2015
DD,XQ , 7615,ANTALYA      ,             ,1455,1455,1  , ,05.08.2015
DD,THY, 7085,ANKARA       ,             ,1540,1540,1  , ,05.08.2015
DD,XQ , 9185,IZMIR        ,             ,1715,1715,1  , ,05.08.2015
DD,THY, 7207,SABIHA GOKCEN,             ,1900,1900,1  , ,05.08.2015
