DD,TK ,7117 ,Ankara              ,                    ,0640,    ,    ,                              ,05.08.2015
DD,PC ,257  ,Istanbul S.Gokcen   ,                    ,0845,    ,    ,                              ,05.08.2015
DD,TK ,2247 ,Istanbul            ,                    ,0900,    ,    ,                              ,05.08.2015
