DD,TK,7269,Ist-S.Gokcen,,1410,1410,,,05.08.2015
DD,TK,7191,Ankara,,1610,1610,,,05.08.2015
DD,TK,2667,Ist-Ataturk,,1805,1805,,,05.08.2015
